,Potential_Customer,C_ID,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Pur_3_years_Total,Pur_5_years_Total,Ad_Res_1_Year_Total,Ad_Res_3_Year_Total,Ad_Res_5_Year_Total
3177,0,80550.0,3.0,11.0,2.0,6.0,10.0,10.33,10.0,10.5,19.0,75.0,13.0,35.0,58.0,6.0,17.0,23.0,A,0,57.0,M,H,52842.0,5.0,17.0,19.0,52.0,81.0
3178,0,10067.0,2.0,9.0,2.0,6.0,0.0,12.0,9.11,12.0,5.0,69.0,27.0,46.0,68.0,6.0,15.0,20.0,A,1,55.0,F,H,52842.0,4.0,15.0,33.0,61.0,88.0
3179,1,80577.0,4.0,6.0,3.0,3.0,13.0,12.5,11.67,12.67,21.0,44.0,12.0,33.0,38.0,6.0,17.0,17.0,A,0,37.0,F,H,51715.0,7.0,9.0,18.0,50.0,55.0
3180,0,80616.0,1.0,7.0,1.0,4.0,15.0,15.0,9.0,15.0,20.0,111.0,6.0,15.0,36.0,2.0,5.0,13.0,A,0,59.02,M,U,44284.5,2.0,11.0,8.0,20.0,49.0
3181,1,80646.0,5.0,18.0,2.0,9.0,6.0,4.6,3.56,4.0,18.0,111.0,11.0,31.0,63.0,5.0,14.0,27.0,S,1,73.0,M,U,43618.0,7.0,27.0,16.0,45.0,90.0
3182,1,13483.0,11.0,50.0,5.0,17.0,5.0,6.27,6.34,5.4,4.0,113.0,45.0,66.0,137.0,14.0,25.0,50.0,S,1,59.02,F,U,44284.5,16.0,67.0,59.0,91.0,187.0
3183,0,80652.0,2.0,9.0,0.0,5.0,20.0,15.0,8.44,11.67,19.0,113.0,13.0,33.0,62.0,6.0,6.0,27.0,S,1,54.0,M,H,45714.0,2.0,14.0,19.0,39.0,89.0
3184,0,80675.0,3.0,30.0,2.0,17.0,20.0,9.33,4.03,11.5,24.0,127.0,12.0,29.0,74.0,6.0,14.0,29.0,S,1,59.02,M,U,44284.5,5.0,47.0,18.0,43.0,103.0
3185,0,80715.0,12.0,32.0,7.0,15.0,5.0,6.33,4.63,6.29,15.0,122.0,14.0,32.0,70.0,6.0,17.0,31.0,S,1,59.01903261470372,F,U,44284.5,19.0,47.0,20.0,49.0,101.0
3186,1,80733.0,2.0,10.0,1.0,5.0,15.0,14.0,7.5,13.0,18.0,130.0,11.0,26.0,60.0,4.0,10.0,25.0,A,1,66.0,F,H,48418.0,3.0,15.0,15.0,36.0,85.0
3187,0,80723.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,18.0,17.0,17.0,5.0,10.0,9.0,2.0,4.0,3.0,F,0,59.0,F,U,48418.0,2.0,2.0,7.0,14.0,12.0
3188,1,80763.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,33.0,F,H,41324.0,2.0,2.0,14.0,21.0,18.0
3189,0,80774.0,2.0,2.0,1.0,1.0,20.0,12.5,12.5,5.0,19.0,29.0,10.0,22.0,20.0,4.0,9.0,8.0,A,0,59.02,F,U,48104.0,3.0,3.0,14.0,31.0,28.0
3190,1,2154.0,5.0,15.0,5.0,13.0,12.0,16.6,19.4,16.6,17.0,112.0,25.0,42.0,77.0,11.0,20.0,33.0,A,1,77.0,M,H,48104.0,10.0,28.0,36.0,62.0,110.0
3191,1,80800.0,4.0,7.0,3.0,5.0,10.0,9.25,8.43,9.0,17.0,53.0,6.0,26.0,37.0,4.0,14.0,15.0,A,1,67.0,F,H,57721.0,7.0,12.0,10.0,40.0,52.0
3192,0,80807.0,5.0,24.0,3.0,14.0,5.0,8.4,6.04,8.0,23.0,113.0,11.0,32.0,70.0,5.0,16.0,29.0,S,1,75.0,M,U,44306.0,8.0,38.0,16.0,48.0,99.0
3193,0,80812.0,6.0,37.0,3.0,18.0,5.0,5.17,4.35,4.67,18.0,130.0,13.0,34.0,83.0,6.0,17.0,33.0,S,1,41.0,M,H,49102.0,9.0,55.0,19.0,51.0,116.0
3194,1,80856.0,4.0,12.0,2.0,6.0,8.0,7.0,6.83,7.5,18.0,113.0,12.0,28.0,60.0,6.0,13.0,24.0,S,1,78.0,F,U,52109.0,6.0,18.0,18.0,41.0,84.0
3195,0,80863.0,2.0,10.0,2.0,6.0,15.0,15.0,11.7,15.0,22.0,91.0,12.0,34.0,63.0,6.0,17.0,26.0,A,1,52.0,F,H,50558.0,4.0,16.0,18.0,51.0,89.0
3196,1,80866.0,11.0,11.0,5.0,5.0,5.0,4.55,4.55,5.0,16.0,35.0,14.0,32.0,31.0,6.0,14.0,12.0,S,1,70.0,F,H,45654.0,16.0,16.0,20.0,46.0,43.0
3197,0,80883.0,2.0,17.0,2.0,11.0,26.0,26.0,16.71,26.0,22.0,124.0,13.0,33.0,75.0,6.0,17.0,32.0,A,1,59.02,F,U,34167.0,4.0,28.0,19.0,50.0,107.0
3198,0,80900.0,1.0,5.0,0.0,2.0,27.0,27.0,11.8,11.67,18.0,77.0,13.0,30.0,47.0,6.0,6.0,19.0,A,0,75.0,F,H,53117.0,1.0,7.0,19.0,36.0,66.0
3199,1,80893.0,1.0,9.0,1.0,5.0,15.0,15.0,8.33,15.0,21.0,65.0,12.0,30.0,52.0,6.0,14.0,21.0,A,1,82.0,M,H,53117.0,2.0,14.0,18.0,44.0,73.0
3200,1,80960.0,6.0,22.0,5.0,13.0,5.0,5.0,4.77,5.0,17.0,121.0,10.0,27.0,74.0,5.0,14.0,31.0,S,1,75.0,M,H,44220.0,11.0,35.0,15.0,41.0,105.0
3201,1,185663.0,6.0,21.0,5.0,12.0,5.0,4.33,4.33,4.2,4.0,128.0,16.0,33.0,70.0,4.0,13.0,27.0,S,1,67.0,M,U,44284.5,11.0,33.0,20.0,46.0,97.0
3202,1,190616.0,3.0,16.0,2.0,11.0,10.0,10.0,7.5,10.0,24.0,130.0,11.0,31.0,71.0,6.0,17.0,33.0,A,1,59.02,M,U,44220.0,5.0,27.0,17.0,48.0,104.0
3203,0,80975.0,3.0,14.0,2.0,9.0,8.0,8.0,7.5,8.0,20.0,105.0,13.0,30.0,64.0,6.0,13.0,24.0,S,1,66.0,F,U,37057.0,5.0,23.0,19.0,43.0,88.0
3204,0,91719.0,3.0,3.0,2.0,2.0,25.0,21.67,21.67,20.0,19.0,29.0,14.0,28.0,27.0,6.0,13.0,11.0,A,0,55.0,F,H,42045.0,5.0,5.0,20.0,41.0,38.0
3205,1,80995.0,5.0,14.0,2.0,7.0,10.0,6.4,5.86,6.0,19.0,65.0,13.0,34.0,54.0,6.0,17.0,22.0,S,1,72.0,M,U,29038.0,7.0,21.0,19.0,51.0,76.0
3206,1,80903.0,6.0,22.0,4.0,12.0,11.0,11.5,6.32,11.0,21.0,88.0,14.0,35.0,65.0,6.0,17.0,26.0,S,1,35.0,M,U,44284.5,10.0,34.0,20.0,52.0,91.0
3207,0,80993.0,4.0,9.0,2.0,6.0,15.0,12.0,10.11,13.0,23.0,124.0,13.0,33.0,60.0,6.0,15.0,28.0,A,0,60.0,M,U,44284.5,6.0,15.0,19.0,48.0,88.0
3208,1,81006.0,6.0,29.0,2.0,18.0,5.0,5.83,5.0,7.5,15.0,122.0,12.0,33.0,80.0,6.0,17.0,33.0,S,1,74.0,F,U,44284.5,8.0,47.0,18.0,50.0,113.0
3209,0,81014.0,7.0,22.0,2.0,8.0,15.0,15.14,12.18,15.0,17.0,126.0,14.0,36.0,74.0,6.0,17.0,34.0,S,1,59.02,M,U,44284.5,9.0,30.0,20.0,53.0,108.0
3210,0,81012.0,2.0,2.0,1.0,1.0,15.0,10.0,10.0,15.0,16.0,20.0,14.0,22.0,18.0,6.0,10.0,8.0,N,0,31.0,F,H,46250.0,3.0,3.0,20.0,32.0,26.0
3211,0,81029.0,3.0,14.0,2.0,9.0,10.0,8.33,6.71,7.5,19.0,124.0,13.0,35.0,68.0,6.0,17.0,30.0,S,1,48.0,F,H,43707.0,5.0,23.0,19.0,52.0,98.0
3212,0,81045.0,4.0,17.0,2.0,8.0,25.0,25.0,14.41,25.0,19.0,130.0,14.0,36.0,77.0,6.0,17.0,32.0,A,1,85.0,M,U,46625.0,6.0,25.0,20.0,53.0,109.0
3213,1,81058.0,3.0,6.0,2.0,3.0,12.0,10.67,8.33,11.0,17.0,44.0,12.0,31.0,36.0,6.0,14.0,14.0,A,0,57.0,M,U,42146.0,5.0,9.0,18.0,45.0,50.0
3214,1,27045.0,5.0,16.0,4.0,11.0,10.0,9.6,8.94,9.0,18.0,81.0,14.0,36.0,67.0,6.0,17.0,26.0,S,1,59.02,F,U,44284.5,9.0,27.0,20.0,53.0,93.0
3215,1,81067.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,59.02,F,U,49690.0,2.0,2.0,14.0,21.0,18.0
3216,0,81065.0,1.0,1.0,0.0,0.0,50.0,50.0,50.0,11.67,16.0,16.0,12.0,17.0,14.0,5.0,5.0,6.0,F,0,45.0,M,U,49690.0,1.0,1.0,17.0,22.0,20.0
3217,1,81073.0,5.0,6.0,2.0,3.0,10.0,9.0,9.17,10.0,22.0,41.0,11.0,31.0,34.0,5.0,14.0,13.0,A,1,50.0,F,H,49690.0,7.0,9.0,16.0,45.0,47.0
3218,1,153880.0,2.0,4.0,1.0,2.0,16.0,14.0,12.5,16.0,22.0,53.0,12.0,30.0,40.0,6.0,14.0,16.0,A,1,47.0,F,H,49690.0,3.0,6.0,18.0,44.0,56.0
3219,0,81105.0,1.0,6.0,1.0,4.0,16.0,16.0,10.67,16.0,18.0,77.0,11.0,28.0,49.0,4.0,11.0,18.0,A,0,64.0,M,H,39364.0,2.0,10.0,15.0,39.0,67.0
3220,0,80797.0,2.0,2.0,1.0,1.0,20.0,15.0,15.0,10.0,18.0,29.0,12.0,25.0,23.0,4.0,10.0,9.0,A,0,59.02,M,U,54597.0,3.0,3.0,16.0,35.0,32.0
3221,1,186460.0,2.0,8.0,2.0,3.0,15.0,15.0,10.38,15.0,4.0,45.0,12.0,24.0,29.0,4.0,11.0,11.0,A,0,59.02,F,U,44284.5,4.0,11.0,16.0,35.0,40.0
3222,1,81200.0,2.0,4.0,1.0,2.0,20.0,15.0,20.5,10.0,26.0,51.0,11.0,32.0,41.0,5.0,15.0,17.0,A,0,68.0,M,H,50865.0,3.0,6.0,16.0,47.0,58.0
3224,1,81241.0,2.0,8.0,1.0,5.0,20.0,17.0,10.5,14.0,19.0,57.0,13.0,33.0,46.0,6.0,15.0,19.0,A,1,52.0,M,H,42786.0,3.0,13.0,19.0,48.0,65.0
3225,0,81252.0,5.0,24.0,2.0,14.0,5.0,4.4,4.67,5.0,16.0,127.0,12.0,29.0,73.0,5.0,12.0,30.0,S,1,81.0,F,H,51491.0,7.0,38.0,17.0,41.0,103.0
3226,0,112042.0,2.0,3.0,2.0,3.0,25.0,20.5,17.0,20.5,21.0,42.0,14.0,24.0,26.0,5.0,10.0,11.0,A,0,53.0,M,U,51491.0,4.0,6.0,19.0,34.0,37.0
3227,0,81270.0,6.0,24.0,5.0,17.0,4.0,4.83,4.21,4.8,15.0,125.0,13.0,30.0,74.0,6.0,15.0,30.0,S,1,85.0,M,H,56708.0,11.0,41.0,19.0,45.0,104.0
3228,1,81284.0,2.0,5.0,0.0,2.0,20.0,20.0,13.4,11.67,18.0,74.0,13.0,31.0,50.0,6.0,6.0,20.0,A,0,54.0,F,H,48311.0,2.0,7.0,19.0,37.0,70.0
3229,1,81293.0,5.0,17.0,3.0,7.0,2.0,4.0,2.76,4.0,17.0,113.0,7.0,17.0,35.0,3.0,7.0,10.0,A,1,27.0,F,H,48311.0,8.0,24.0,10.0,24.0,45.0
3231,0,81300.0,2.0,2.0,1.0,1.0,15.0,10.0,10.0,5.0,16.0,22.0,12.0,18.0,16.0,5.0,8.0,7.0,N,0,54.0,M,H,51031.0,3.0,3.0,17.0,26.0,23.0
3232,0,81314.0,1.0,10.0,1.0,9.0,20.0,20.0,10.7,20.0,23.0,126.0,10.0,29.0,66.0,4.0,12.0,28.0,A,1,49.0,F,U,47358.0,2.0,19.0,14.0,41.0,94.0
3233,0,81317.0,3.0,41.0,1.0,17.0,5.0,5.0,5.56,5.0,18.0,127.0,11.0,29.0,77.0,5.0,13.0,29.0,S,1,59.02,M,U,41683.0,4.0,58.0,16.0,42.0,106.0
3234,1,81319.0,4.0,6.0,3.0,5.0,15.0,11.75,9.83,12.33,16.0,44.0,14.0,32.0,37.0,6.0,14.0,14.0,S,1,59.02,F,U,44032.0,7.0,11.0,20.0,46.0,51.0
3235,1,81322.0,2.0,18.0,2.0,15.0,15.0,15.0,10.06,15.0,21.0,131.0,12.0,31.0,80.0,6.0,15.0,32.0,S,1,59.02,M,U,44032.0,4.0,33.0,18.0,46.0,112.0
3236,1,137601.0,7.0,23.0,5.0,14.0,3.0,4.43,4.35,4.2,5.0,105.0,10.0,30.0,68.0,5.0,16.0,28.0,A,1,59.02,F,U,50097.0,12.0,37.0,15.0,46.0,96.0
3237,1,159623.0,1.0,5.0,1.0,3.0,16.0,16.0,9.8,16.0,21.0,72.0,11.0,27.0,45.0,4.0,10.0,15.0,A,0,49.0,F,U,50097.0,2.0,8.0,15.0,37.0,60.0
3238,1,81350.0,1.0,1.0,0.0,0.0,20.0,20.0,20.0,11.67,19.0,19.0,10.0,17.0,15.0,4.0,4.0,6.0,F,0,59.02,M,U,44284.5,1.0,1.0,14.0,21.0,21.0
3239,0,81272.0,3.0,14.0,1.0,7.0,15.0,14.33,8.57,15.0,16.0,128.0,12.0,28.0,62.0,5.0,11.0,25.0,A,1,75.0,F,U,50366.0,4.0,21.0,17.0,39.0,87.0
3240,0,81404.0,1.0,1.0,1.0,1.0,23.0,23.0,23.0,23.0,23.0,23.0,10.0,21.0,19.0,4.0,9.0,8.0,N,0,59.02,F,H,43363.0,2.0,2.0,14.0,30.0,27.0
3241,1,81277.0,2.0,2.0,1.0,1.0,20.0,15.0,15.0,20.0,27.0,32.0,9.0,25.0,24.0,4.0,11.0,10.0,A,0,53.0,F,U,43363.0,3.0,3.0,13.0,36.0,34.0
3242,0,81424.0,2.0,3.0,1.0,2.0,25.0,17.5,15.0,10.0,18.0,44.0,13.0,32.0,35.0,6.0,14.0,14.0,A,0,59.02,M,U,50382.0,3.0,5.0,19.0,46.0,49.0
3243,1,185602.0,4.0,15.0,3.0,7.0,0.0,11.25,9.53,10.0,11.0,72.0,25.0,45.0,77.0,5.0,15.0,23.0,A,1,59.02,F,U,44284.5,7.0,22.0,30.0,60.0,100.0
3244,0,81468.0,3.0,17.0,0.0,8.0,25.0,26.67,14.65,11.67,15.0,126.0,13.0,35.0,77.0,6.0,6.0,34.0,A,1,84.0,F,U,41625.0,3.0,25.0,19.0,41.0,111.0
3245,0,81511.0,4.0,12.0,1.0,5.0,10.0,9.5,7.67,10.0,15.0,130.0,13.0,35.0,64.0,6.0,17.0,28.0,S,1,39.0,F,H,40714.0,5.0,17.0,19.0,52.0,92.0
3246,1,81520.0,3.0,15.0,1.0,9.0,15.0,11.67,8.73,15.0,16.0,119.0,11.0,27.0,64.0,6.0,15.0,29.0,A,1,80.0,F,U,41500.0,4.0,24.0,17.0,42.0,93.0
3247,0,81525.0,1.0,3.0,0.0,1.0,16.0,16.0,12.0,11.67,15.0,51.0,9.0,23.0,33.0,3.0,3.0,13.0,E,0,60.0,F,H,45208.0,1.0,4.0,12.0,26.0,46.0
3248,1,81527.0,2.0,13.0,1.0,12.0,5.0,8.5,7.69,5.0,15.0,111.0,10.0,29.0,65.0,4.0,12.0,26.0,A,1,82.0,F,U,44284.5,3.0,25.0,14.0,41.0,91.0
3249,0,81563.0,2.0,2.0,1.0,1.0,17.0,11.0,11.0,17.0,21.0,31.0,10.0,22.0,22.0,4.0,9.0,8.0,A,0,65.0,M,U,39286.0,3.0,3.0,14.0,31.0,30.0
3250,0,81572.0,2.0,7.0,2.0,5.0,15.0,14.0,12.43,14.0,21.0,65.0,13.0,32.0,49.0,6.0,15.0,19.0,A,1,55.0,F,H,44125.0,4.0,12.0,19.0,47.0,68.0
3251,1,81600.0,4.0,7.0,2.0,4.0,13.0,12.0,9.71,11.5,24.0,41.0,11.0,30.0,33.0,6.0,15.0,15.0,S,1,59.02,F,U,44284.5,6.0,11.0,17.0,45.0,48.0
3252,1,81630.0,7.0,17.0,4.0,12.0,7.0,5.29,4.35,4.75,18.0,123.0,12.0,32.0,67.0,5.0,15.0,30.0,S,1,59.02,F,U,44284.5,11.0,29.0,17.0,47.0,97.0
3253,0,81694.0,1.0,5.0,0.0,1.0,25.0,25.0,14.0,11.67,19.0,96.0,13.0,28.0,55.0,6.0,6.0,22.0,A,0,83.0,M,H,48750.0,1.0,6.0,19.0,34.0,77.0
3254,0,81659.0,5.0,6.0,3.0,4.0,10.0,10.4,9.5,10.67,18.0,45.0,14.0,30.0,36.0,6.0,14.0,14.0,A,1,38.0,F,U,48750.0,8.0,10.0,20.0,44.0,50.0
3255,1,81649.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,22.0,22.0,10.0,17.0,15.0,3.0,6.0,5.0,N,0,59.02,F,U,44284.5,2.0,2.0,13.0,23.0,20.0
3256,0,81692.0,3.0,15.0,0.0,8.0,5.0,5.0,4.13,11.67,15.0,123.0,11.0,29.0,67.0,4.0,4.0,28.0,S,1,59.02,F,U,48750.0,3.0,23.0,15.0,33.0,95.0
3257,1,190837.0,6.0,8.0,3.0,5.0,12.0,8.83,8.13,10.67,20.0,44.0,13.0,33.0,37.0,6.0,16.0,16.0,S,1,59.01903261470372,F,U,48750.0,9.0,13.0,19.0,49.0,53.0
3258,1,81712.0,2.0,21.0,1.0,10.0,12.0,11.0,7.0,12.0,15.0,125.0,12.0,31.0,74.0,5.0,13.0,29.0,A,1,40.0,M,H,63535.0,3.0,31.0,17.0,44.0,103.0
3259,0,81730.0,2.0,4.0,1.0,3.0,20.0,17.5,13.75,15.0,17.0,54.0,12.0,32.0,40.0,6.0,15.0,17.0,A,0,65.0,M,H,54026.0,3.0,7.0,18.0,47.0,57.0
3260,0,81743.0,3.0,12.0,2.0,9.0,5.0,8.33,8.25,10.0,15.0,109.0,13.0,31.0,66.0,6.0,14.0,29.0,A,1,49.0,M,H,54026.0,5.0,21.0,19.0,45.0,95.0
3261,0,4632.0,3.0,31.0,3.0,19.0,12.0,8.0,15.81,8.0,5.0,130.0,33.0,52.0,123.0,12.0,21.0,41.0,A,1,50.0,M,H,57846.0,6.0,50.0,45.0,73.0,164.0
3262,0,81807.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,11.0,16.0,14.0,5.0,7.0,6.0,F,0,44.0,M,U,47215.0,2.0,2.0,16.0,23.0,20.0
3263,1,81823.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,24.0,24.0,10.0,20.0,18.0,4.0,8.0,7.0,N,0,57.0,M,U,44284.5,2.0,2.0,14.0,28.0,25.0
3264,0,81844.0,5.0,6.0,4.0,5.0,8.0,8.0,7.5,7.5,17.0,41.0,13.0,32.0,35.0,6.0,15.0,14.0,A,1,27.0,F,H,52177.0,9.0,11.0,19.0,47.0,49.0
3265,0,81861.0,3.0,9.0,2.0,8.0,22.0,20.0,14.11,19.0,18.0,111.0,13.0,34.0,65.0,6.0,16.0,27.0,S,1,46.0,F,H,52177.0,5.0,17.0,19.0,50.0,92.0
3266,0,81937.0,2.0,9.0,1.0,4.0,18.0,16.0,11.56,18.0,23.0,121.0,11.0,28.0,63.0,5.0,12.0,26.0,A,0,55.0,F,U,51432.0,3.0,13.0,16.0,40.0,89.0
3267,1,81945.0,2.0,3.0,1.0,1.0,15.0,15.0,15.0,25.0,18.0,28.0,13.0,25.0,23.0,6.0,12.0,10.0,A,0,33.0,M,H,58169.0,3.0,4.0,19.0,37.0,33.0
3268,1,81985.0,5.0,11.0,4.0,6.0,11.0,9.8,7.55,9.75,20.0,52.0,12.0,34.0,47.0,6.0,17.0,19.0,S,1,31.0,M,U,44284.5,9.0,17.0,18.0,51.0,66.0
3269,1,13806.0,8.0,34.0,5.0,13.0,7.0,5.63,5.6,5.4,5.0,158.0,29.0,47.0,88.0,10.0,19.0,31.0,S,1,59.02,F,U,44284.5,13.0,47.0,39.0,66.0,119.0
3270,0,82017.0,2.0,10.0,0.0,5.0,15.0,12.5,9.0,11.67,18.0,126.0,12.0,31.0,68.0,5.0,5.0,30.0,A,0,76.0,M,H,51625.0,2.0,15.0,17.0,36.0,98.0
3271,1,82015.0,3.0,12.0,2.0,8.0,20.0,14.0,10.92,16.0,17.0,123.0,8.0,20.0,47.0,4.0,10.0,15.0,A,1,68.0,F,H,51625.0,5.0,20.0,12.0,30.0,62.0
3272,1,82026.0,2.0,5.0,0.0,2.0,15.0,12.5,8.6,11.67,18.0,69.0,11.0,29.0,48.0,5.0,5.0,17.0,A,0,75.0,F,H,49016.0,2.0,7.0,16.0,34.0,65.0
3273,1,82040.0,9.0,43.0,8.0,26.0,9.0,3.22,2.67,2.5,18.0,128.0,10.0,31.0,77.0,5.0,16.0,32.0,S,1,73.0,M,U,40063.0,17.0,69.0,15.0,47.0,109.0
3274,0,82050.0,2.0,27.0,0.0,11.0,12.0,11.0,9.52,11.67,18.0,126.0,13.0,32.0,80.0,5.0,5.0,31.0,A,1,59.02,F,U,44284.5,2.0,38.0,18.0,37.0,111.0
3275,0,82219.0,7.0,13.0,4.0,10.0,10.0,10.0,9.23,10.0,16.0,81.0,15.0,36.0,61.0,6.0,17.0,24.0,S,1,84.0,M,H,96171.0,11.0,23.0,21.0,53.0,85.0
3276,1,82065.0,3.0,11.0,0.0,4.0,10.0,11.0,8.45,11.67,17.0,116.0,12.0,33.0,66.0,5.0,5.0,29.0,A,0,61.0,M,H,59577.0,3.0,15.0,17.0,38.0,95.0
3277,0,82085.0,2.0,6.0,1.0,3.0,50.0,35.0,20.0,50.0,15.0,71.0,12.0,30.0,55.0,5.0,13.0,20.0,A,0,59.02,M,H,64945.0,3.0,9.0,17.0,43.0,75.0
3278,0,82402.0,2.0,2.0,2.0,2.0,15.0,14.0,14.0,14.0,24.0,33.0,9.0,26.0,24.0,4.0,11.0,10.0,A,0,28.0,F,U,44284.5,4.0,4.0,13.0,37.0,34.0
3279,1,82121.0,8.0,28.0,5.0,17.0,5.0,7.5,6.5,9.0,16.0,120.0,14.0,34.0,75.0,6.0,17.0,33.0,S,1,72.0,F,H,68333.0,13.0,45.0,20.0,51.0,108.0
3280,0,79977.0,3.0,3.0,2.0,2.0,20.0,16.67,16.67,15.0,21.0,33.0,12.0,29.0,29.0,6.0,14.0,12.0,A,0,57.0,M,H,68333.0,5.0,5.0,18.0,43.0,41.0
3281,0,11003.0,7.0,22.0,4.0,11.0,16.0,16.0,13.14,15.5,24.0,99.0,31.0,53.0,96.0,6.0,17.0,27.0,A,1,81.0,M,U,69286.0,11.0,33.0,37.0,70.0,123.0
3282,1,82141.0,4.0,10.0,3.0,5.0,10.0,9.25,8.5,8.67,22.0,68.0,12.0,32.0,53.0,6.0,15.0,20.0,A,0,59.0,F,H,65904.0,7.0,15.0,18.0,47.0,73.0
3283,1,82196.0,3.0,13.0,1.0,7.0,5.0,5.0,5.92,5.0,15.0,123.0,12.0,30.0,68.0,5.0,13.0,28.0,A,0,77.0,F,H,43281.0,4.0,20.0,17.0,43.0,96.0
3284,0,82206.0,3.0,3.0,2.0,2.0,7.0,9.0,9.0,10.0,18.0,24.0,14.0,24.0,24.0,6.0,11.0,9.0,N,0,59.02,M,U,56581.0,5.0,5.0,20.0,35.0,33.0
3285,0,82264.0,1.0,7.0,0.0,3.0,20.0,20.0,10.86,11.67,18.0,90.0,13.0,28.0,52.0,4.0,4.0,19.0,A,0,43.0,F,U,44282.0,1.0,10.0,17.0,32.0,71.0
3287,0,8305.0,0.0,13.0,0.0,6.0,0.0,0.0,33.08,11.67,4.0,128.0,42.0,42.0,122.0,5.0,5.0,29.0,A,1,74.0,F,H,55105.0,0.0,19.0,47.0,47.0,151.0
3288,1,82313.0,3.0,11.0,2.0,7.0,15.0,13.67,9.73,14.0,20.0,119.0,13.0,32.0,61.0,6.0,15.0,27.0,A,1,70.0,F,U,44284.5,5.0,18.0,19.0,47.0,88.0
3289,0,82317.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,21.0,19.0,19.0,11.0,15.0,13.0,5.0,7.0,6.0,F,0,47.0,M,U,45775.0,2.0,2.0,16.0,22.0,19.0
3290,0,82333.0,2.0,16.0,0.0,9.0,10.0,11.0,9.94,11.67,18.0,105.0,12.0,31.0,70.0,5.0,5.0,26.0,A,1,81.0,F,U,55640.0,2.0,25.0,17.0,36.0,96.0
3291,0,82367.0,4.0,5.0,3.0,4.0,10.0,6.75,7.4,7.33,18.0,33.0,13.0,29.0,29.0,6.0,14.0,12.0,S,1,67.0,F,U,54626.0,7.0,9.0,19.0,43.0,41.0
3292,0,82377.0,1.0,9.0,1.0,7.0,20.0,20.0,12.56,20.0,17.0,93.0,13.0,31.0,61.0,6.0,15.0,23.0,A,1,75.0,M,U,44284.5,2.0,16.0,19.0,46.0,84.0
3293,0,82060.0,4.0,5.0,4.0,4.0,6.0,8.0,7.6,8.0,15.0,29.0,14.0,25.0,26.0,6.0,12.0,10.0,A,1,59.02,M,U,80329.0,8.0,9.0,20.0,37.0,36.0
3294,0,82446.0,4.0,15.0,2.0,8.0,10.0,18.75,14.73,20.0,20.0,104.0,13.0,35.0,75.0,6.0,17.0,31.0,S,1,59.01903261470372,F,U,64438.0,6.0,23.0,19.0,52.0,106.0
3295,0,82447.0,4.0,8.0,3.0,6.0,20.0,20.0,16.88,20.0,21.0,113.0,13.0,34.0,61.0,6.0,17.0,28.0,A,0,55.0,M,H,64438.0,7.0,14.0,19.0,51.0,89.0
3296,1,82457.0,5.0,19.0,5.0,16.0,7.0,5.4,4.59,5.4,17.0,127.0,12.0,30.0,72.0,5.0,12.0,28.0,S,1,44.0,F,H,36031.0,10.0,35.0,17.0,42.0,100.0
3297,0,82577.0,3.0,12.0,0.0,4.0,15.0,11.0,6.0,11.67,19.0,90.0,13.0,33.0,59.0,6.0,6.0,24.0,S,1,72.0,F,U,50165.0,3.0,16.0,19.0,39.0,83.0
3298,0,82503.0,4.0,15.0,4.0,12.0,15.0,12.75,7.07,12.75,17.0,104.0,13.0,31.0,63.0,6.0,15.0,27.0,S,1,59.02,F,H,50165.0,8.0,27.0,19.0,46.0,90.0
3299,0,82516.0,4.0,6.0,2.0,3.0,5.0,8.75,7.5,12.5,15.0,51.0,13.0,33.0,43.0,6.0,15.0,18.0,S,1,59.02,F,U,44284.5,6.0,9.0,19.0,48.0,61.0
3300,1,82518.0,4.0,7.0,2.0,4.0,40.0,35.5,30.29,37.5,16.0,61.0,15.0,37.0,54.0,6.0,17.0,21.0,A,0,87.0,M,H,76519.0,6.0,11.0,21.0,54.0,75.0
3301,1,82843.0,2.0,14.0,1.0,6.0,5.0,6.0,5.07,7.0,15.0,76.0,11.0,29.0,54.0,5.0,13.0,21.0,A,1,59.02,F,U,44284.5,3.0,20.0,16.0,42.0,75.0
3302,1,82548.0,4.0,12.0,2.0,5.0,10.0,6.0,5.25,5.0,18.0,80.0,12.0,34.0,56.0,6.0,17.0,23.0,A,1,59.0,M,H,41161.0,6.0,17.0,18.0,51.0,79.0
